CustomerID,Gender,Age,Tenure,Contract,InternetService,TechSupport,PaymentMethod,NumProducts,NumSupportTickets,MonthlyCharges,TotalCharges,Churn
CUST0054,Male,19,54,Month-to-month,DSL,No,Credit card,2,1,79.39,4683.71,1
CUST0055,Female,24,4,Two year,DSL,No,Mailed check,3,0,77.41,339.7,0
CUST0056,Male,64,54,Two year,Fiber optic,No,Electronic check,2,1,94.3,4915.92,0
CUST0057,Female,35,63,One year,Fiber optic,No,Mailed check,3,1,100.8,6272.53,0
CUST0058,Male,39,18,Two year,No,Yes,Credit card,2,1,84.96,1439.03,0
CUST0059,Male,67,44,One year,Fiber optic,Yes,Bank transfer,3,1,31.07,1544.48,0
CUST0060,Male,27,34,Two year,Fiber optic,No,Credit card,2,1,52.5,1580.78,0
CUST0061,Male,71,62,One year,No,No,Bank transfer,2,2,112.66,7893.83,0
CUST0062,Female,67,14,Month-to-month,Fiber optic,No,Electronic check,2,2,40.91,604.33,0
CUST0063,Female,50,48,One year,Fiber optic,No,Bank transfer,2,1,55.96,2711.52,0
CUST0064,Male,24,15,Month-to-month,Fiber optic,No,Electronic check,1,2,62.07,800.51,0
CUST0065,Female,20,62,One year,Fiber optic,Yes,Mailed check,1,0,62.82,3866.33,0
CUST0066,Female,31,40,Two year,Fiber optic,No,Mailed check,1,1,80.52,3131.66,0
CUST0067,Male,61,53,One year,DSL,Yes,Credit card,3,1,114.19,5436.97,0
CUST0068,Female,63,24,Month-to-month,Fiber optic,Yes,Electronic check,1,2,42.55,1069.12,1
CUST0069,Female,53,26,Month-to-month,DSL,No,Mailed check,1,2,30.39,901.82,0
CUST0070,Female,30,60,Two year,DSL,No,Electronic check,3,0,38.14,2331.09,0
CUST0071,Male,33,41,Two year,Fiber optic,Yes,Mailed check,1,0,108.47,4733.79,0
CUST0072,Female,33,29,Month-to-month,DSL,No,Mailed check,2,0,83.87,2117.34,1
CUST0073,Male,71,15,Two year,Fiber optic,Yes,Bank transfer,1,1,47.16,689.93,0
CUST0074,Male,22,45,Two year,No,No,Credit card,4,0,101.23,4031.06,0
CUST0075,Male,69,65,Month-to-month,No,Yes,Bank transfer,3,1,105.86,7113.74,0
CUST0076,Female,42,71,Two year,Fiber optic,No,Electronic check,3,1,104.34,8382.64,0
CUST0077,Female,55,9,Month-to-month,Fiber optic,No,Mailed check,2,0,111.73,1054.37,0
CUST0078,Female,55,1,One year,Fiber optic,No,Credit card,3,1,43.73,38.18,0
CUST0079,Male,67,8,Month-to-month,Fiber optic,Yes,Mailed check,1,3,95.01,726.94,0
CUST0080,Female,55,63,One year,DSL,Yes,Mailed check,1,3,64.98,4155.96,0
CUST0081,Male,56,11,One year,DSL,No,Bank transfer,1,0,103.88,1109.5,1
CUST0082,Female,73,8,Month-to-month,Fiber optic,No,Electronic check,2,0,92.31,812.4,1
CUST0083,Male,73,35,Two year,DSL,Yes,Credit card,2,1,97.2,3723.15,0
CUST0084,Female,65,35,Two year,DSL,No,Credit card,2,1,84.93,3072.28,0
CUST0085,Female,58,33,One year,Fiber optic,No,Credit card,1,1,36.1,1146.08,0
CUST0086,Female,43,5,Month-to-month,DSL,No,Electronic check,2,1,73.59,340.94,1
CUST0087,Male,30,41,Month-to-month,DSL,Yes,Credit card,3,1,118.44,4281.87,0
CUST0088,Male,61,28,Month-to-month,DSL,No,Electronic check,2,3,113.61,3042.61,0
CUST0089,Female,68,7,Two year,Fiber optic,No,Credit card,3,1,22.4,152.72,0
CUST0090,Male,43,12,Month-to-month,Fiber optic,Yes,Mailed check,1,1,34.81,439.75,0
CUST0091,Male,72,34,Two year,Fiber optic,Yes,Electronic check,3,3,31.44,1119.68,0
CUST0092,Male,72,33,Two year,DSL,No,Bank transfer,2,0,92.05,2645.89,0
CUST0093,Female,18,48,One year,Fiber optic,No,Credit card,1,0,101.41,4714.73,0
CUST0094,Female,25,23,One year,Fiber optic,No,Bank transfer,1,1,39.78,827.59,0
CUST0095,Female,21,62,One year,Fiber optic,Yes,Electronic check,2,0,69.6,3870.92,0
CUST0096,Male,38,37,One year,Fiber optic,No,Mailed check,3,1,103.75,4215.68,0
CUST0097,Female,39,44,Month-to-month,Fiber optic,Yes,Bank transfer,2,0,92.75,3520.17,0
CUST0098,Male,68,35,Two year,Fiber optic,Yes,Bank transfer,1,0,73.31,2503.64,0
CUST0099,Male,70,65,One year,Fiber optic,No,Mailed check,3,0,78.22,4578.21,0
CUST0100,Female,54,47,One year,DSL,No,Mailed check,2,3,69.85,3656.55,0
CUST0101,Female,66,3,One year,Fiber optic,No,Electronic check,2,0,48.35,147.53,0
CUST0102,Female,20,1,Month-to-month,Fiber optic,Yes,Credit card,2,2,75.63,69.54,1
CUST0103,Male,36,5,Month-to-month,Fiber optic,No,Bank transfer,1,4,88.27,441.67,1
CUST0104,Male,18,14,Two year,Fiber optic,Yes,Bank transfer,2,0,107.08,1603.23,0
CUST0105,Female,46,27,Month-to-month,No,Yes,Electronic check,2,1,82.9,2545.92,0
CUST0106,Male,40,9,One year,No,No,Credit card,4,2,95.63,788.49,0
CUST0107,Female,50,15,Month-to-month,Fiber optic,No,Electronic check,2,2,34.33,574.61,1
CUST0108,Female,72,42,Month-to-month,Fiber optic,Yes,Bank transfer,2,1,65.08,3089.49,1
CUST0109,Female,69,51,Month-to-month,DSL,Yes,Bank transfer,2,0,18.95,1087.18,0
CUST0110,Female,58,63,Two year,Fiber optic,Yes,Mailed check,4,1,43.16,2829.54,0
CUST0111,Female,40,52,One year,Fiber optic,No,Mailed check,3,0,92.1,4975.72,0
CUST0112,Female,22,4,Month-to-month,DSL,No,Credit card,2,0,119.16,462.8,0
CUST0113,Male,24,23,Two year,DSL,Yes,Bank transfer,3,2,28.12,695.73,0
CUST0114,Male,74,15,Month-to-month,DSL,No,Bank transfer,2,2,58.95,892.55,1
CUST0115,Female,23,43,Month-to-month,DSL,Yes,Mailed check,2,2,99.61,4511.23,0
CUST0116,Female,66,29,One year,DSL,Yes,Electronic check,1,1,38.81,1101.33,0
CUST0117,Male,39,36,One year,DSL,No,Electronic check,2,1,74.62,2872.88,0
CUST0118,Male,66,13,Month-to-month,Fiber optic,No,Bank transfer,1,2,92.77,1323.4,0
CUST0119,Female,30,32,Two year,DSL,Yes,Bank transfer,4,0,80.83,2312.21,0
CUST0120,Female,29,71,Two year,Fiber optic,Yes,Credit card,1,2,37.18,2903.44,0
CUST0121,Male,21,59,Month-to-month,No,Yes,Credit card,4,1,54.25,3239.44,0
CUST0122,Female,25,28,Month-to-month,DSL,No,Mailed check,2,3,97.95,3026.18,1
CUST0123,Male,54,66,Two year,No,Yes,Bank transfer,2,1,74.53,4817.6,0
CUST0124,Female,48,42,Month-to-month,Fiber optic,No,Electronic check,2,2,18.53,750.02,0
CUST0125,Male,54,45,Month-to-month,DSL,No,Credit card,1,2,95.62,4838.69,0
CUST0126,Female,62,62,One year,DSL,Yes,Mailed check,2,1,21.6,1239.23,0
CUST0127,Female,43,57,Month-to-month,DSL,No,Mailed check,1,0,94.06,5915.06,0
CUST0128,Female,60,6,Month-to-month,DSL,Yes,Electronic check,2,1,38.65,230.79,0
CUST0129,Male,25,28,Month-to-month,DSL,No,Credit card,2,0,115.72,3253.86,1
CUST0130,Female,57,28,One year,DSL,No,Electronic check,3,1,55.53,1465.5,0
CUST0131,Male,50,44,One year,DSL,No,Mailed check,1,2,51.35,2308.91,0
CUST0132,Male,62,30,Month-to-month,Fiber optic,Yes,Bank transfer,1,0,33.19,943.49,0
CUST0133,Male,46,62,Month-to-month,DSL,No,Electronic check,2,2,49.17,2627.17,0
CUST0134,Male,22,62,One year,Fiber optic,Yes,Mailed check,4,1,107.42,6204.49,0
CUST0135,Female,45,1,Two year,DSL,No,Bank transfer,3,1,119.63,101.91,0
CUST0136,Female,70,27,Two year,Fiber optic,No,Bank transfer,2,0,55.57,1715.71,0
CUST0137,Female,57,62,Month-to-month,DSL,Yes,Credit card,2,0,63.76,4505.47,0
CUST0138,Male,34,3,One year,Fiber optic,Yes,Credit card,1,3,91.65,266.3,1
CUST0139,Female,72,70,One year,DSL,No,Mailed check,4,1,108.39,8107.12,0
CUST0140,Male,40,27,Two year,Fiber optic,No,Electronic check,2,1,78.49,2021.2,0
CUST0141,Male,62,9,One year,DSL,No,Bank transfer,1,1,57.94,548.23,0
CUST0142,Male,26,62,Month-to-month,Fiber optic,No,Credit card,2,1,60.09,4066.95,0
CUST0143,Female,19,37,One year,DSL,No,Credit card,1,1,88.95,3732.25,0
CUST0144,Male,49,51,Month-to-month,Fiber optic,No,Electronic check,4,1,18.33,906.84,1
CUST0145,Female,68,44,Month-to-month,DSL,Yes,Credit card,1,1,81.2,3876.45,0
CUST0146,Female,69,24,One year,Fiber optic,Yes,Mailed check,2,1,54.26,1210.79,1
CUST0147,Female,66,59,Two year,DSL,No,Electronic check,1,3,99.01,6700.89,0
CUST0148,Male,48,32,Month-to-month,DSL,No,Bank transfer,3,2,27.49,754.53,0
CUST0149,Female,24,52,One year,Fiber optic,No,Mailed check,3,1,78.0,4181.97,0
CUST0150,Male,47,62,Month-to-month,No,Yes,Bank transfer,2,0,67.06,4356.67,0
CUST0151,Male,20,58,Two year,Fiber optic,No,Bank transfer,2,0,83.52,5117.44,0
CUST0152,Male,68,52,One year,Fiber optic,Yes,Credit card,3,0,24.62,1134.44,0
CUST0153,Male,68,12,Month-to-month,Fiber optic,No,Mailed check,1,4,77.16,1047.73,1
CUST0154,Female,73,39,Month-to-month,Fiber optic,No,Mailed check,1,3,75.27,2654.76,0
CUST0155,Female,26,2,Month-to-month,DSL,Yes,Electronic check,1,3,75.19,155.92,0
CUST0156,Female,27,3,Month-to-month,DSL,No,Mailed check,4,0,79.56,218.82,0
CUST0157,Female,63,56,Month-to-month,No,No,Electronic check,2,1,87.0,4590.23,0
CUST0158,Male,67,59,One year,Fiber optic,No,Mailed check,3,3,100.11,5988.81,0
CUST0159,Male,64,2,Month-to-month,Fiber optic,Yes,Bank transfer,2,2,45.52,88.78,0
CUST0160,Male,43,2,One year,Fiber optic,Yes,Electronic check,1,2,102.16,183.49,0
CUST0161,Male,18,54,Month-to-month,Fiber optic,Yes,Mailed check,1,1,68.82,3349.41,0
CUST0162,Female,47,1,One year,Fiber optic,Yes,Electronic check,1,2,25.86,25.22,0
CUST0163,Female,74,19,Month-to-month,Fiber optic,Yes,Credit card,2,0,23.97,490.58,0
CUST0164,Male,55,2,Month-to-month,DSL,Yes,Credit card,1,1,52.09,116.62,0
CUST0165,Male,32,53,Month-to-month,Fiber optic,No,Electronic check,1,0,98.06,4548.77,1
CUST0166,Male,42,44,Month-to-month,Fiber optic,No,Electronic check,3,1,90.18,3840.67,0
CUST0167,Male,23,32,Two year,No,No,Bank transfer,4,1,98.44,2772.3,0
CUST0168,Female,35,70,One year,Fiber optic,No,Mailed check,1,1,70.76,4234.88,0
CUST0169,Male,18,32,One year,Fiber optic,No,Credit card,1,0,62.9,2110.45,0
CUST0170,Female,73,68,Month-to-month,DSL,No,Credit card,1,0,33.04,2315.77,1
CUST0171,Female,20,55,Month-to-month,DSL,Yes,Mailed check,2,2,51.48,2545.16,0
CUST0172,Male,34,56,Month-to-month,No,Yes,Credit card,3,3,62.27,3208.65,1
CUST0173,Male,65,17,One year,Fiber optic,No,Credit card,1,1,27.04,394.0,1
CUST0174,Female,25,38,Month-to-month,DSL,No,Electronic check,1,2,40.5,1693.65,0
CUST0175,Female,66,24,Month-to-month,Fiber optic,No,Credit card,3,0,79.02,2166.55,1
CUST0176,Male,57,69,Month-to-month,DSL,No,Credit card,2,0,93.04,5717.68,0
CUST0177,Female,34,70,Month-to-month,Fiber optic,Yes,Credit card,1,2,119.83,7712.38,1
CUST0178,Male,42,11,Month-to-month,DSL,No,Mailed check,2,1,113.18,1382.58,1
CUST0179,Male,58,16,Month-to-month,Fiber optic,No,Bank transfer,1,1,83.54,1507.65,1
CUST0180,Female,29,59,Month-to-month,Fiber optic,No,Electronic check,2,1,60.97,3510.49,1
CUST0181,Female,46,70,Month-to-month,DSL,No,Bank transfer,3,2,82.89,5020.07,1
CUST0182,Male,42,3,Month-to-month,No,No,Credit card,3,2,98.14,253.74,0
CUST0183,Male,68,20,One year,No,Yes,Credit card,2,1,30.07,614.74,0
CUST0184,Female,53,59,Month-to-month,DSL,Yes,Credit card,4,3,59.81,3415.4,1
CUST0185,Female,70,36,Month-to-month,No,No,Bank transfer,2,1,103.66,3204.07,1
CUST0186,Female,71,19,Month-to-month,Fiber optic,No,Mailed check,3,1,57.15,1112.97,0
CUST0187,Female,42,67,Month-to-month,Fiber optic,Yes,Mailed check,2,0,76.33,4364.33,0
CUST0188,Male,46,19,Month-to-month,No,Yes,Electronic check,3,1,77.95,1608.73,0
CUST0189,Male,28,20,Two year,Fiber optic,Yes,Bank transfer,4,0,36.82,693.64,0
CUST0190,Male,21,71,Two year,Fiber optic,No,Mailed check,1,3,54.95,3363.35,0
CUST0191,Female,31,52,Month-to-month,No,No,Electronic check,4,1,52.12,2782.08,0
CUST0192,Female,63,33,Two year,Fiber optic,No,Credit card,3,0,20.67,661.17,0
CUST0193,Male,55,40,Month-to-month,Fiber optic,No,Credit card,3,1,20.47,935.18,1
CUST0194,Female,34,39,Month-to-month,DSL,Yes,Electronic check,1,0,102.83,4063.55,1
CUST0195,Female,19,1,Two year,Fiber optic,Yes,Mailed check,3,0,45.85,42.76,0
CUST0196,Female,25,11,Two year,Fiber optic,No,Bank transfer,3,0,70.84,828.2,0
CUST0197,Female,53,57,Two year,Fiber optic,No,Electronic check,1,0,48.47,2573.39,0
CUST0198,Female,27,50,Month-to-month,Fiber optic,No,Mailed check,4,1,113.95,6388.45,0
CUST0199,Female,24,23,Month-to-month,DSL,No,Electronic check,1,0,44.45,983.93,0
CUST0200,Male,53,31,Month-to-month,DSL,No,Mailed check,1,0,61.82,1945.09,0
CUST0201,Male,33,42,One year,Fiber optic,No,Credit card,2,2,107.02,3888.81,0
CUST0202,Male,31,7,Month-to-month,Fiber optic,Yes,Electronic check,2,2,103.88,711.04,1
CUST0203,Male,33,16,Two year,Fiber optic,No,Bank transfer,2,0,36.98,650.68,0
CUST0204,Female,42,60,Month-to-month,Fiber optic,No,Electronic check,1,1,99.87,6541.65,1
CUST0205,Male,58,2,Month-to-month,No,No,Credit card,4,1,64.74,118.77,1
CUST0206,Male,21,1,One year,DSL,No,Credit card,1,1,67.26,61.73,0
CUST0207,Male,46,48,One year,No,No,Mailed check,1,0,31.61,1661.71,0
CUST0208,Male,73,12,Month-to-month,DSL,Yes,Credit card,1,2,26.22,355.27,0
CUST0209,Female,23,69,Two year,Fiber optic,No,Mailed check,2,1,92.25,5592.56,0
CUST0210,Female,18,37,Month-to-month,Fiber optic,Yes,Credit card,4,0,68.64,2501.63,0
CUST0211,Male,56,32,Month-to-month,Fiber optic,No,Mailed check,2,0,62.56,1904.3,1
CUST0212,Male,18,9,Two year,DSL,No,Bank transfer,3,1,92.41,924.18,1
CUST0213,Female,68,19,Two year,DSL,No,Mailed check,1,0,96.08,1597.43,0
CUST0214,Female,57,48,Two year,Fiber optic,No,Mailed check,2,1,34.21,1499.77,0
CUST0215,Male,74,3,Two year,Fiber optic,No,Bank transfer,2,1,80.24,258.95,0
CUST0216,Female,20,20,One year,No,No,Mailed check,2,1,31.81,550.56,0
CUST0217,Female,18,24,Two year,DSL,Yes,Mailed check,1,1,94.64,2266.27,0
CUST0218,Male,18,54,Month-to-month,No,Yes,Bank transfer,2,2,85.01,4510.81,0
CUST0219,Female,56,33,One year,DSL,No,Credit card,2,0,115.57,3624.34,0
CUST0220,Male,38,24,One year,DSL,No,Electronic check,3,2,25.03,581.72,0
CUST0221,Male,62,36,Month-to-month,DSL,No,Mailed check,2,1,23.82,865.22,0
CUST0222,Female,47,38,Month-to-month,No,Yes,Credit card,1,2,46.78,1597.05,0
CUST0223,Female,49,25,Month-to-month,Fiber optic,No,Electronic check,2,2,44.69,1141.38,0
CUST0224,Female,50,18,One year,DSL,No,Bank transfer,1,0,43.19,848.65,0
CUST0225,Female,65,66,Month-to-month,DSL,No,Mailed check,3,3,110.44,7857.94,0
CUST0226,Female,39,54,Two year,DSL,No,Mailed check,2,0,43.45,2102.68,0
CUST0227,Female,47,35,Month-to-month,Fiber optic,No,Bank transfer,1,2,45.74,1432.45,0
CUST0228,Male,71,61,Month-to-month,DSL,No,Mailed check,4,1,95.46,5418.08,0
CUST0229,Female,63,41,Two year,Fiber optic,Yes,Electronic check,2,1,63.87,2509.53,0
CUST0230,Male,21,33,One year,Fiber optic,No,Electronic check,1,5,97.22,3120.15,0
CUST0231,Female,40,68,Month-to-month,No,No,Bank transfer,2,1,24.67,1768.0,0
CUST0232,Female,72,33,Month-to-month,Fiber optic,No,Mailed check,1,1,67.73,1937.83,1
CUST0233,Female,61,14,One year,DSL,Yes,Credit card,3,3,21.43,258.14,0
CUST0234,Female,42,21,Two year,No,Yes,Mailed check,3,0,24.39,495.58,0
CUST0235,Female,29,48,Two year,Fiber optic,Yes,Bank transfer,4,1,110.46,5615.69,0
CUST0236,Male,34,20,One year,Fiber optic,No,Credit card,2,1,32.2,584.77,0
CUST0237,Male,70,8,Month-to-month,No,Yes,Electronic check,2,1,72.31,603.04,0
CUST0238,Male,32,7,Month-to-month,DSL,No,Electronic check,3,2,59.93,389.28,0
CUST0239,Female,27,67,Month-to-month,Fiber optic,No,Credit card,1,0,53.43,3994.44,1
CUST0240,Female,52,17,Month-to-month,DSL,No,Credit card,2,0,109.78,2087.8,0
CUST0241,Female,72,33,Month-to-month,DSL,No,Bank transfer,2,2,20.23,626.99,0
CUST0242,Male,69,48,Month-to-month,DSL,No,Mailed check,1,1,85.71,3780.83,0
CUST0243,Male,69,59,One year,DSL,No,Electronic check,2,1,116.27,6677.4,0
CUST0244,Female,46,22,Month-to-month,Fiber optic,Yes,Mailed check,3,2,75.14,1524.4,0
CUST0245,Male,29,30,One year,No,Yes,Electronic check,3,1,113.56,3582.98,0
CUST0246,Female,18,38,Two year,Fiber optic,No,Mailed check,1,2,23.33,973.26,0
CUST0247,Female,18,51,One year,Fiber optic,Yes,Electronic check,1,0,60.72,3257.53,1
CUST0248,Male,27,54,One year,Fiber optic,No,Mailed check,1,3,44.54,2639.19,0
CUST0249,Male,35,8,One year,No,No,Bank transfer,3,0,92.54,717.44,0
CUST0250,Male,64,27,Month-to-month,No,No,Electronic check,1,3,118.09,2859.69,0
CUST0251,Male,19,27,Month-to-month,No,No,Bank transfer,3,0,44.17,1277.72,0
CUST0252,Female,66,21,Month-to-month,No,Yes,Electronic check,1,2,84.73,1704.85,0
CUST0253,Female,25,30,Month-to-month,DSL,No,Electronic check,2,1,38.21,1205.2,1
CUST0254,Male,39,28,One year,Fiber optic,No,Electronic check,2,0,75.66,1972.71,0
CUST0255,Male,39,64,Two year,Fiber optic,No,Mailed check,3,0,65.32,3655.28,0
CUST0256,Male,43,69,Two year,Fiber optic,No,Electronic check,1,0,117.14,9277.07,0
CUST0257,Male,43,61,Month-to-month,Fiber optic,No,Bank transfer,2,1,80.07,4380.51,1
CUST0258,Female,26,48,Two year,DSL,Yes,Mailed check,1,1,53.65,2952.53,0
CUST0259,Female,38,19,Month-to-month,DSL,Yes,Mailed check,3,0,29.64,643.8,0
CUST0260,Female,48,4,Two year,No,Yes,Electronic check,3,0,33.43,145.51,0
CUST0261,Female,69,35,Month-to-month,Fiber optic,No,Credit card,1,1,40.98,1502.9,0
CUST0262,Female,60,64,Month-to-month,DSL,Yes,Mailed check,3,0,43.6,2855.53,1
CUST0263,Female,23,49,Month-to-month,DSL,Yes,Electronic check,2,3,104.76,5697.03,0
CUST0264,Female,73,17,Two year,Fiber optic,Yes,Bank transfer,1,0,75.24,1198.28,0
CUST0265,Male,31,44,Month-to-month,Fiber optic,No,Credit card,2,1,71.39,3110.7,1
CUST0266,Female,50,30,Month-to-month,Fiber optic,No,Mailed check,1,1,29.71,923.22,0
CUST0267,Male,24,46,Two year,DSL,Yes,Credit card,3,1,105.73,4734.0,0
CUST0268,Male,41,6,Two year,DSL,No,Mailed check,3,3,91.73,538.41,0
CUST0269,Male,26,37,Month-to-month,Fiber optic,No,Credit card,1,2,24.9,874.39,0
CUST0270,Female,28,24,One year,Fiber optic,Yes,Credit card,2,3,90.2,2206.51,0
CUST0271,Female,73,46,Month-to-month,DSL,Yes,Bank transfer,3,2,73.44,3733.54,0
CUST0272,Female,40,53,Month-to-month,DSL,No,Credit card,4,1,26.34,1271.02,0
CUST0273,Female,65,60,Month-to-month,Fiber optic,Yes,Bank transfer,2,3,64.75,4391.33,0
CUST0274,Male,68,63,Month-to-month,Fiber optic,Yes,Electronic check,4,0,67.44,4489.73,0
CUST0275,Female,19,32,Month-to-month,DSL,No,Mailed check,2,2,34.91,1225.46,0
CUST0276,Male,32,33,One year,Fiber optic,No,Bank transfer,2,0,114.46,3840.85,1
CUST0277,Female,52,67,Month-to-month,No,No,Mailed check,3,2,104.7,7603.13,0
CUST0278,Female,53,18,One year,No,No,Bank transfer,2,1,86.24,1327.02,0
CUST0279,Male,69,25,One year,Fiber optic,No,Mailed check,2,1,65.15,1784.32,0
CUST0280,Male,71,54,Month-to-month,Fiber optic,Yes,Bank transfer,2,0,60.0,2793.01,0
CUST0281,Male,45,58,Month-to-month,DSL,Yes,Mailed check,3,1,84.4,5467.81,1
CUST0282,Female,56,67,One year,Fiber optic,No,Electronic check,3,0,73.63,5661.3,0
CUST0283,Female,61,46,One year,Fiber optic,No,Mailed check,2,1,24.35,1050.9,0
CUST0284,Male,21,24,One year,Fiber optic,No,Electronic check,1,2,70.28,1540.14,0
CUST0285,Female,27,32,One year,Fiber optic,Yes,Electronic check,2,1,100.25,3463.39,0
CUST0286,Male,23,47,Month-to-month,Fiber optic,Yes,Electronic check,2,0,64.84,2821.69,0
CUST0287,Female,74,23,One year,No,Yes,Credit card,1,1,23.3,594.67,0
CUST0288,Male,47,66,Month-to-month,DSL,No,Mailed check,3,2,98.2,5708.98,0
CUST0289,Male,71,27,Two year,DSL,Yes,Credit card,2,0,38.54,923.81,0
CUST0290,Female,63,2,One year,Fiber optic,No,Credit card,1,0,44.38,101.52,0
CUST0291,Male,52,17,Month-to-month,DSL,No,Mailed check,1,1,34.8,622.45,0
CUST0292,Female,66,33,Month-to-month,Fiber optic,Yes,Electronic check,1,1,51.68,1882.92,0
CUST0293,Female,60,9,Two year,DSL,Yes,Credit card,4,2,95.19,811.56,0
CUST0294,Male,27,43,Month-to-month,Fiber optic,No,Credit card,1,2,70.98,3213.74,1
